number;id;exp_x;exp_y;coeff
1340;a157f5f49646661ba813ce946a2abdf5;0,1,0,1;0,0,1,1;0.034447,-0.60982,-0.32783,-0.016935
1341;58b6a851f5aec42edbb333838222495e;0,1,0,1;0,0,1,1;-0.18119,0.17494,0.31173,0.13988
1342;8beae416314638f92a0b162d6887938b;0,1,0,1;0,0,1,1;0.18119,-0.17494,-0.31173,-0.13988
1343;a13595f2d5b943c2e1b2165fbc350885;0,1,0,1;0,0,1,1;-0.23685,0.20624,0.5229,-0.02053
1344;92b29da0300b589ed2b03ba4b996ee64;0,1,0,1;0,0,1,1;0.23685,-0.20624,-0.5229,0.02053
1345;baa6e1264d029bd9222cf8fb94fb0f84;0,1,0,1;0,0,1,1;-0.32201,0.59518,0.075298,0.052427
1346;a01621c7fe94baee75802d2c69cd05de;0,1,0,1;0,0,1,1;0.32201,-0.59518,-0.075298,-0.052427
1347;7cb4eab5bd58dca6cf42313353d6b87d;0,1,0,1;0,0,1,1;0.2546,0.17755,0.71219,-0.16136
1348;6e282b8b7fe35751590446e0322e71ac;0,1,0,1;0,0,1,1;-0.2546,-0.17755,-0.71219,0.16136
1349;2e45e9ec66af0fb9ef6703c4221a2ee6;0,1,0,1;0,0,1,1;0.27132,0.23495,0.22386,-0.21661
1350;857d989ac4773018f93ab4bff1a5a79c;0,1,0,1;0,0,1,1;-0.27132,-0.23495,-0.22386,0.21661
1351;4fa538d653b05692375670bd7accbb60;0,1,0,1;0,0,1,1;-0.10376,0.57182,0.25381,-0.015711
1352;430c6775f5ba2e3a3d942f48efafc489;0,1,0,1;0,0,1,1;0.10376,-0.57182,-0.25381,0.015711
1353;b48e9744defb07f3e7b3e283893b8dd4;0,1,0,1;0,0,1,1;0.36456,0.42761,0.41887,-0.31259
1354;98daf79acd69a2ead50740dceb10b586;0,1,0,1;0,0,1,1;-0.36456,-0.42761,-0.41887,0.31259
1355;d20d6573fe185a4b102d8b2adc43c952;0,1,0,1;0,0,1,1;0.28227,0.23728,0.19147,-0.092297
1356;0969ce42a9041aa94c20bb8bade81ef2;0,1,0,1;0,0,1,1;-0.28227,-0.23728,-0.19147,0.092297
1357;884a444367db275646c495f7d7213954;0,1,0,1;0,0,1,1;0.12897,0.36674,0.37649,-0.088808
1358;ca28ffb451f047faa9290f82120dac60;0,1,0,1;0,0,1,1;-0.12897,-0.36674,-0.37649,0.088808
1359;57d02230dd5725b4ce14dbc035b82ee3;0,1,0,1;0,0,1,1;0.13001,0.22132,0.16309,0.069678
1360;67fbb4f76bef352fd034e3933c07e6a9;0,1,0,1;0,0,1,1;-0.13001,-0.22132,-0.16309,-0.069678
1361;361c55c8c480598a7bcf73698c8c7db7;0,1,0,1;0,0,1,1;-0.063628,0.019529,0.89551,0.0042404
1362;5c56c06468d1d1efb102f6df4bc5fb7b;0,1,0,1;0,0,1,1;0.063628,-0.019529,-0.89551,-0.0042404
1363;ef5751e8384c8023d4469104388f485f;0,1,0,1;0,0,1,1;0.22879,0.46303,0.13262,-0.01394
1364;73b10cd854e3f93a4b46eaa3257df12e;0,1,0,1;0,0,1,1;-0.22879,-0.46303,-0.13262,0.01394
1365;8049a72753b74fe087f8a5088eecbfac;0,1,0,1;0,0,1,1;-0.31921,0.47607,0.44679,0.3898
1366;dda3db579cbd1a30d39d76a027c37912;0,1,0,1;0,0,1,1;0.31921,-0.47607,-0.44679,-0.3898
1367;fa8a625cbb6d8f8d76cb8f55e3cb1a8c;0,1,0,1;0,0,1,1;0.11402,0.20374,0.57563,0.037144
1368;6bf77a34802ce45f054bf1bd8ecba87f;0,1,0,1;0,0,1,1;-0.11402,-0.20374,-0.57563,-0.037144
1369;0db9d62639d2a040030104954950d71b;0,1,0,1;0,0,1,1;0.10584,0.13503,0.63174,-0.11482
1370;0fcaa69c5279d7e10907084deb9d3271;0,1,0,1;0,0,1,1;-0.10584,-0.13503,-0.63174,0.11482
1371;fce6ab34ca58e54c965a66ce96bbee78;0,1,0,1;0,0,1,1;0.096906,0.6623,0.28888,-0.099469
1372;99dcb5d504029912293897bdaf51a9c5;0,1,0,1;0,0,1,1;-0.096906,-0.6623,-0.28888,0.099469
1373;3fd6a91dc01f98a6e72468df2210500a;0,1,0,1;0,0,1,1;0.12203,0.17553,0.49058,0.0066078
1374;289dc53b679c4ef801473d7fe1eca787;0,1,0,1;0,0,1,1;-0.12203,-0.17553,-0.49058,-0.0066078
1375;78942063631616719c26915236bc33b0;0,1,0,1;0,0,1,1;-0.066866,0.18793,0.18331,0.17155
1376;b8c718c49113593fe03caee67664ee06;0,1,0,1;0,0,1,1;0.066866,-0.18793,-0.18331,-0.17155
1377;07e0b997e77599077890232c8350c2f2;0,1,0,1;0,0,1,1;0.11968,0.55144,0.34337,-0.10672
1378;1d9373171ceaaf353f94d6270b7c745e;0,1,0,1;0,0,1,1;-0.11968,-0.55144,-0.34337,0.10672
1379;971f084e57b516ffa334f5a20f8909b3;0,1,0,1;0,0,1,1;-0.23629,0.29668,0.28887,0.15992
1380;7ee920f6a10419aca1edf273783f3859;0,1,0,1;0,0,1,1;0.23629,-0.29668,-0.28887,-0.15992
1381;a09af4abca12510fd92b3d298b5fcd6a;0,1,0,1;0,0,1,1;-0.15052,0.47234,0.17373,0.16656
1382;9aa66885c17a11ea1aaa65ad472be599;0,1,0,1;0,0,1,1;0.15052,-0.47234,-0.17373,-0.16656
1383;4a7cd2945051f0cf44c2bd508f82a794;0,1,0,1;0,0,1,1;-0.027178,0.23555,0.47991,-0.18041
1384;c6abedc67f8c67e0ed370ab629b9085d;0,1,0,1;0,0,1,1;0.027178,-0.23555,-0.47991,0.18041
1385;fc20bc2653555ba4661c474000c75599;0,1,0,1;0,0,1,1;-0.064652,0.17331,0.28261,-0.046976
1386;510300a6c8d2f114251df37c3779942f;0,1,0,1;0,0,1,1;0.064652,-0.17331,-0.28261,0.046976
1387;a20945c29ba20b27383f2d863979fe3b;0,1,0,1;0,0,1,1;-0.010247,0.093598,0.20276,-0.04135
1388;e6150c2e9e871d3f21f63986f4033c74;0,1,0,1;0,0,1,1;0.010247,-0.093598,-0.20276,0.04135
1389;d7f130c7d163952e3ca914dfcefb553e;0,1,0,1;0,0,1,1;-0.10311,0.35742,0.42974,-0.073334
1390;61e49314a7927dd8761e46b63eb3a5c4;0,1,0,1;0,0,1,1;0.10311,-0.35742,-0.42974,0.073334
1391;a80907d8686c82a4ce470a5c1e90d8da;0,1,0,1;0,0,1,1;0.18591,0.26452,0.57097,-0.22401
1392;6ce50179b6c4c01c39ede9bac631bf7b;0,1,0,1;0,0,1,1;-0.18591,-0.26452,-0.57097,0.22401
1393;143c9d0383ef360844e9ec9fbca5c11b;0,1,0,1;0,0,1,1;-0.18511,0.48897,0.25856,0.15762
1394;fa270f1337b0ff6d28a04e85b7bfde2f;0,1,0,1;0,0,1,1;0.18511,-0.48897,-0.25856,-0.15762
1395;b20772085c3fc4cd0e76c55173eab4c8;0,1,0,1;0,0,1,1;0.4577,0.28658,0.20438,0.015912
1396;0e8a9829bbdd87b00c2c82ea4a44c6c4;0,1,0,1;0,0,1,1;-0.4577,-0.28658,-0.20438,-0.015912
1397;39f1627a19e7e4d953db05ea52b0a910;0,1,0,1;0,0,1,1;0.2035,0.27955,0.28433,0.045483
1398;2b6c54b316bb84745821664a4ded7a92;0,1,0,1;0,0,1,1;-0.2035,-0.27955,-0.28433,-0.045483
1399;cbfff83746e8b75292af7445e293bd3e;0,1,0,1;0,0,1,1;0.36172,0.15172,0.34557,0.043753
1400;88ac8a64ee8abdd36995efd0ca29498a;0,1,0,1;0,0,1,1;-0.36172,-0.15172,-0.34557,-0.043753
